Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty
9,260,058.0 127.0,19-4903CR-HY-063-1742-05801270-0125A-7,125,9.36,33.356
9,261,058.0 127.0,19-4903CR-HY-063-1742-05801270-0134A-3,134,8.88,33.44
9,262,058.0 127.0,19-4903CR-HY-063-1742-05801270-0150A-7,150,8.56,33.585
9,263,058.0 127.0,19-4903CR-HY-063-1742-05801270-0174A-3,174,8.31,33.78
9,264,058.0 127.0,19-4903CR-HY-063-1742-05801270-0200A-7,200,7.98,33.806
9,265,058.0 127.0,19-4903CR-HY-063-1742-05801270-0246A-3,246,8.32,33.95
9,266,058.0 127.0,19-4903CR-HY-063-1742-05801270-0250A-7,250,7.38,33.952
9,267,058.0 127.0,19-4903CR-HY-063-1742-05801270-0300A-7,300,6.86,33.946
9,268,058.0 127.0,19-4903CR-HY-063-1742-05801270-0319A-3,319,6.68,33.98
9,269,058.0 127.0,19-4903CR-HY-063-1742-05801270-0400A-7,400,5.94,33.98
9,270,058.0 127.0,19-4903CR-HY-063-1742-05801270-0479A-3,479,5.34,33.98
9,271,058.0 127.0,19-4903CR-HY-063-1742-05801270-0500A-7,500,5.22,33.996
9,272,058.0 127.0,19-4903CR-HY-063-1742-05801270-0600A-7,600,4.73,34.082
9,273,058.0 127.0,19-4903CR-HY-063-1742-05801270-0700A-7,700,4.37,34.18
9,274,058.0 127.0,19-4903CR-HY-063-1742-05801270-0719A-3,719,4.32,34.2
9,275,058.0 127.0,19-4903CR-HY-063-1742-05801270-0800A-7,800,4.11,34.229
9,276,058.0 127.0,19-4903CR-HY-063-1742-05801270-0900A-7,900,3.84,34.266
9,277,058.0 127.0,19-4903CR-HY-063-1742-05801270-1000A-7,1000,3.58,34.304
9,278,058.0 127.0,19-4903CR-HY-063-1742-05801270-1100A-7,1100,3.32,34.343
9,279,058.0 127.0,19-4903CR-HY-063-1742-05801270-1144A-3,1144,3.2,34.36
10,280,059.0 117.0,19-4903CR-HY-063-2354-05901170-0000B-3,0,11.7,32.88
10,281,059.0 117.0,19-4903CR-HY-063-2354-05901170-0008A-3,8,11.62,32.84
10,282,059.0 117.0,19-4903CR-HY-063-2354-05901170-0010A-7,10,11.61,32.84
10,283,059.0 117.0,19-4903CR-HY-063-2354-05901170-0019A-3,19,11.58,32.84
10,284,059.0 117.0,19-4903CR-HY-063-2354-05901170-0020A-7,20,11.58,32.838
10,285,059.0 117.0,19-4903CR-HY-063-2354-05901170-0030A-7,30,11.58,32.821
10,286,059.0 117.0,19-4903CR-HY-063-2354-05901170-0039A-3,39,11.58,32.81
10,287,059.0 117.0,19-4903CR-HY-063-2354-05901170-0050A-7,50,11.56,32.847
10,288,059.0 117.0,19-4903CR-HY-063-2354-05901170-0059A-3,59,11.54,32.88
10,289,059.0 117.0,19-4903CR-HY-063-2354-05901170-0075A-7,75,11.31,32.827
10,290,059.0 117.0,19-4903CR-HY-063-2354-05901170-0079A-3,79,11.23,32.81
10,291,059.0 117.0,19-4903CR-HY-063-2354-05901170-0100A-7,100,10.82,32.936
10,292,059.0 117.0,19-4903CR-HY-063-2354-05901170-0120A-3,120,10.36,33.12
10,293,059.0 117.0,19-4903CR-HY-063-2354-05901170-0125A-7,125,10.21,33.147
10,294,059.0 117.0,19-4903CR-HY-063-2354-05901170-0150A-7,150,9.49,33.284
10,295,059.0 117.0,19-4903CR-HY-063-2354-05901170-0162A-3,162,9.16,33.35
10,296,059.0 117.0,19-4903CR-HY-063-2354-05901170-0200A-7,200,8.71,33.665
10,297,059.0 117.0,19-4903CR-HY-063-2354-05901170-0240A-3,240,8.49,33.95
10,298,059.0 117.0,19-4903CR-HY-063-2354-05901170-0250A-7,250,8.39,33.951
10,299,059.0 117.0,19-4903CR-HY-063-2354-05901170-0300A-7,300,7.91,33.957
10,300,059.0 117.0,19-4903CR-HY-063-2354-05901170-0326A-3,326,7.66,33.96
10,301,059.0 117.0,19-4903CR-HY-063-2354-05901170-0400A-7,400,6.99,34.03
10,302,059.0 117.0,19-4903CR-HY-063-2354-05901170-0491A-3,491,6.24,34.13
10,303,059.0 117.0,19-4903CR-HY-063-2354-05901170-0500A-7,500,6.17,34.134
10,304,059.0 117.0,19-4903CR-HY-063-2354-05901170-0600A-7,600,5.48,34.166
10,305,059.0 117.0,19-4903CR-HY-063-2354-05901170-0700A-7,700,4.89,34.18
10,306,059.0 117.0,19-4903CR-HY-063-2354-05901170-0734A-3,734,4.72,34.18
10,307,059.0 117.0,19-4903CR-HY-063-2354-05901170-0800A-7,800,4.53,34.198
10,308,059.0 117.0,19-4903CR-HY-063-2354-05901170-0900A-7,900,4.23,34.226
10,309,059.0 117.0,19-4903CR-HY-063-2354-05901170-1000A-7,1000,3.94,34.255
10,310,059.0 117.0,19-4903CR-HY-063-2354-05901170-1100A-7,1100,3.65,34.285
10,311,059.0 117.0,19-4903CR-HY-063-2354-05901170-1178A-3,1178,3.42,34.31
11,312,059.0 107.0,19-4903CR-HY-064-0612-05901070-0000B-3,0,11.5,32.77
11,313,059.0 107.0,19-4903CR-HY-064-0612-05901070-0008A-3,8,11.5,32.84
11,314,059.0 107.0,19-4903CR-HY-064-0612-05901070-0010A-7,10,11.5,32.843
11,315,059.0 107.0,19-4903CR-HY-064-0612-05901070-0020A-7,20,11.5,32.858
11,316,059.0 107.0,19-4903CR-HY-064-0612-05901070-0021A-3,21,11.5,32.86
11,317,059.0 107.0,19-4903CR-HY-064-0612-05901070-0030A-7,30,11.52,32.81
11,318,059.0 107.0,19-4903CR-HY-064-0612-05901070-0041A-3,41,11.53,32.75
11,319,059.0 107.0,19-4903CR-HY-064-0612-05901070-0050A-7,50,11.49,32.769
11,320,059.0 107.0,19-4903CR-HY-064-0612-05901070-0062A-3,62,11.42,32.83
11,321,059.0 107.0,19-4903CR-HY-064-0612-05901070-0075A-7,75,11.4,32.908
11,322,059.0 107.0,19-4903CR-HY-064-0612-05901070-0082A-3,82,11.37,32.95
11,323,059.0 107.0,19-4903CR-HY-064-0612-05901070-0100A-7,100,11.13,32.983
11,324,059.0 107.0,19-4903CR-HY-064-0612-05901070-0123A-3,123,10.63,33.04
11,325,059.0 107.0,19-4903CR-HY-064-0612-05901070-0125A-7,125,10.56,33.058
11,326,059.0 107.0,19-4903CR-HY-064-0612-05901070-0150A-7,150,9.73,33.302
11,327,059.0 107.0,19-4903CR-HY-064-0612-05901070-0167A-3,167,9.17,33.49
11,328,059.0 107.0,19-4903CR-HY-064-0612-05901070-0200A-7,200,8.66,33.706
11,329,059.0 107.0,19-4903CR-HY-064-0612-05901070-0247A-3,247,8.28,33.89
11,330,059.0 107.0,19-4903CR-HY-064-0612-05901070-0250A-7,250,8.25,33.898
11,331,059.0 107.0,19-4903CR-HY-064-0612-05901070-0300A-7,300,7.78,33.994
11,332,059.0 107.0,19-4903CR-HY-064-0612-05901070-0327A-3,327,7.55,34.02
11,333,059.0 107.0,19-4903CR-HY-064-0612-05901070-0400A-7,400,6.93,34.089
11,334,059.0 107.0,19-4903CR-HY-064-0612-05901070-0481A-3,481,6.3,34.13
11,335,059.0 107.0,19-4903CR-HY-064-0612-05901070-0500A-7,500,6.16,34.131
11,336,059.0 107.0,19-4903CR-HY-064-0612-05901070-0600A-7,600,5.48,34.13
11,337,059.0 107.0,19-4903CR-HY-064-0612-05901070-0700A-7,700,4.9,34.131
11,338,059.0 107.0,19-4903CR-HY-064-0612-05901070-0720A-3,720,4.8,34.13
11,339,059.0 107.0,19-4903CR-HY-064-0612-05901070-0800A-7,800,4.55,34.187
11,340,059.0 107.0,19-4903CR-HY-064-0612-05901070-0900A-7,900,4.24,34.258
11,341,059.0 107.0,19-4903CR-HY-064-0612-05901070-1000A-7,1000,3.93,34.332
11,342,059.0 107.0,19-4903CR-HY-064-0612-05901070-1100A-7,1100,3.63,34.406
11,343,059.0 107.0,19-4903CR-HY-064-0612-05901070-1118A-3,1118,3.57,34.42
12,344,060.0 097.0,19-4903CR-HY-064-1148-06000970-0000B-3,0,11.4,32.95
12,345,060.0 097.0,19-4903CR-HY-064-1148-06000970-0009A-3,9,11.38,32.9
12,346,060.0 097.0,19-4903CR-HY-064-1148-06000970-0010A-7,10,11.38,32.896
12,347,060.0 097.0,19-4903CR-HY-064-1148-06000970-0020A-7,20,11.39,32.864
12,348,060.0 097.0,19-4903CR-HY-064-1148-06000970-0022A-3,22,11.39,32.86
12,349,060.0 097.0,19-4903CR-HY-064-1148-06000970-0030A-7,30,11.39,32.86
12,350,060.0 097.0,19-4903CR-HY-064-1148-06000970-0045A-3,45,11.4,32.86
12,351,060.0 097.0,19-4903CR-HY-064-1148-06000970-0050A-7,50,11.35,32.846
12,352,060.0 097.0,19-4903CR-HY-064-1148-06000970-0067A-3,67,11.23,32.81
12,353,060.0 097.0,19-4903CR-HY-064-1148-06000970-0075A-7,75,11.35,32.866
12,354,060.0 097.0,19-4903CR-HY-064-1148-06000970-0090A-3,90,11.49,33.01
12,355,060.0 097.0,19-4903CR-HY-064-1148-06000970-0100A-7,100,11.07,33.087
12,356,060.0 097.0,19-4903CR-HY-064-1148-06000970-0125A-7,125,9.79,33.286
12,357,060.0 097.0,19-4903CR-HY-064-1148-06000970-0135A-3,135,9.19,33.37
12,358,060.0 097.0,19-4903CR-HY-064-1148-06000970-0150A-7,150,8.87,33.495
12,359,060.0 097.0,19-4903CR-HY-064-1148-06000970-0176A-3,176,8.56,33.69
12,360,060.0 097.0,19-4903CR-HY-064-1148-06000970-0200A-7,200,8.24,33.788
12,361,060.0 097.0,19-4903CR-HY-064-1148-06000970-0250A-7,250,7.61,33.936
12,362,060.0 097.0,19-4903CR-HY-064-1148-06000970-0257A-3,257,7.53,33.57
12,363,060.0 097.0,19-4903CR-HY-064-1148-06000970-0300A-7,300,6.93,34.005
12,364,060.0 097.0,19-4903CR-HY-064-1148-06000970-0345A-3,345,6.34,34
12,365,060.0 097.0,19-4903CR-HY-064-1148-06000970-0400A-7,400,5.87,34.05
12,366,060.0 097.0,19-4903CR-HY-064-1148-06000970-0500A-7,500,5.28,34.105
12,367,060.0 097.0,19-4903CR-HY-064-1148-06000970-0519A-3,519,5.2,34.11
12,368,060.0 097.0,19-4903CR-HY-064-1148-06000970-0600A-7,600,4.8,34.144
12,369,060.0 097.0,19-4903CR-HY-064-1148-06000970-0700A-7,700,4.39,34.179
12,370,060.0 097.0,19-4903CR-HY-064-1148-06000970-0776A-3,776,4.13,34.2
12,371,060.0 097.0,19-4903CR-HY-064-1148-06000970-0800A-7,800,4.07,34.207
12,372,060.0 097.0,19-4903CR-HY-064-1148-06000970-0900A-7,900,3.85,34.238
12,373,060.0 097.0,19-4903CR-HY-064-1148-06000970-1000A-7,1000,3.62,34.269
12,374,060.0 097.0,19-4903CR-HY-064-1148-06000970-1100A-7,1100,3.39,34.301
12,375,060.0 097.0,19-4903CR-HY-064-1148-06000970-1190A-3,1190,3.18,34.33
13,376,061.0 087.0,19-4903CR-HY-064-1800-06100870-0000B-3,0,11.5,32.84
13,377,061.0 087.0,19-4903CR-HY-064-1800-06100870-0009A-3,9,11.48,32.78
13,378,061.0 087.0,19-4903CR-HY-064-1800-06100870-0010A-7,10,11.48,32.781
13,379,061.0 087.0,19-4903CR-HY-064-1800-06100870-0020A-7,20,11.47,32.798
13,380,061.0 087.0,19-4903CR-HY-064-1800-06100870-0024A-3,24,11.47,32.81
13,381,061.0 087.0,19-4903CR-HY-064-1800-06100870-0030A-7,30,11.47,32.782
13,382,061.0 087.0,19-4903CR-HY-064-1800-06100870-0047A-3,47,11.48,32.7
13,383,061.0 087.0,19-4903CR-HY-064-1800-06100870-0050A-7,50,11.48,32.709
13,384,061.0 087.0,19-4903CR-HY-064-1800-06100870-0071A-3,71,11.45,32.77
13,385,061.0 087.0,19-4903CR-HY-064-1800-06100870-0075A-7,75,11.4,32.793
13,386,061.0 087.0,19-4903CR-HY-064-1800-06100870-0094A-3,94,10.97,32.92
13,387,061.0 087.0,19-4903CR-HY-064-1800-06100870-0100A-7,100,10.71,32.95
13,388,061.0 087.0,19-4903CR-HY-064-1800-06100870-0125A-7,125,9.6,33.104
13,389,061.0 087.0,19-4903CR-HY-064-1800-06100870-0140A-3,140,8.9,33.22
13,390,061.0 087.0,19-4903CR-HY-064-1800-06100870-0150A-7,150,8.62,33.342
13,391,061.0 087.0,19-4903CR-HY-064-1800-06100870-0180A-3,180,7.98,33.69
13,392,061.0 087.0,19-4903CR-HY-064-1800-06100870-0200A-7,200,7.69,33.686
13,393,061.0 087.0,19-4903CR-HY-064-1800-06100870-0250A-7,250,7.11,33.706
13,394,061.0 087.0,19-4903CR-HY-064-1800-06100870-0274A-3,274,6.9,33.73
13,395,061.0 087.0,19-4903CR-HY-064-1800-06100870-0300A-7,300,6.55,33.73
13,396,061.0 087.0,19-4903CR-HY-064-1800-06100870-0371A-3,371,5.68,33.73
13,397,061.0 087.0,19-4903CR-HY-064-1800-06100870-0400A-7,400,5.51,33.786
13,398,061.0 087.0,19-4903CR-HY-064-1800-06100870-0500A-7,500,5.11,34.006
13,399,061.0 087.0,19-4903CR-HY-064-1800-06100870-0550A-3,550,5.04,34.13
13,400,061.0 087.0,19-4903CR-HY-064-1800-06100870-0600A-7,600,4.85,34.187
13,401,061.0 087.0,19-4903CR-HY-064-1800-06100870-0700A-7,700,4.49,34.269
13,402,061.0 087.0,19-4903CR-HY-064-1800-06100870-0800A-7,800,4.14,34.308
13,403,061.0 087.0,19-4903CR-HY-064-1800-06100870-0818A-3,818,4.08,34.31
13,404,061.0 087.0,19-4903CR-HY-064-1800-06100870-0900A-7,900,3.89,34.315
13,405,061.0 087.0,19-4903CR-HY-064-1800-06100870-1000A-7,1000,3.65,34.321
13,406,061.0 087.0,19-4903CR-HY-064-1800-06100870-1100A-7,1100,3.42,34.328
13,407,061.0 087.0,19-4903CR-HY-064-1800-06100870-1200A-7,1200,3.18,34.337
13,408,061.0 087.0,19-4903CR-HY-064-1800-06100870-1238A-3,1238,3.09,34.34
14,409,061.0 078.0,19-4903CR-HY-064-2330-06100780-0000B-3,0,11.3,32.79
14,410,061.0 078.0,19-4903CR-HY-064-2330-06100780-0010A-3,10,11.25,32.81
14,411,061.0 078.0,19-4903CR-HY-064-2330-06100780-0020A-7,20,11.18,32.803
14,412,061.0 078.0,19-4903CR-HY-064-2330-06100780-0025A-3,25,11.1,32.79
14,413,061.0 078.0,19-4903CR-HY-064-2330-06100780-0030A-7,30,10.88,32.843
14,414,061.0 078.0,19-4903CR-HY-064-2330-06100780-0050A-3,50,9.88,33.08
14,415,061.0 078.0,19-4903CR-HY-064-2330-06100780-0074A-3,74,9.4,33.08
14,416,061.0 078.0,19-4903CR-HY-064-2330-06100780-0075A-7,75,9.39,33.093
14,417,061.0 078.0,19-4903CR-HY-064-2330-06100780-0099A-3,99,9.1,33.48
14,418,061.0 078.0,19-4903CR-HY-064-2330-06100780-0100A-7,100,9.08,33.492
14,419,061.0 078.0,19-4903CR-HY-064-2330-06100780-0125A-7,125,8.67,33.724
14,420,061.0 078.0,19-4903CR-HY-064-2330-06100780-0149A-3,149,8.26,33.84
14,421,061.0 078.0,19-4903CR-HY-064-2330-06100780-0150A-7,150,8.25,33.842
14,422,061.0 078.0,19-4903CR-HY-064-2330-06100780-0200A-7,200,7.57,33.859
14,423,061.0 078.0,19-4903CR-HY-064-2330-06100780-0203A-3,203,7.53,33.86
14,424,061.0 078.0,19-4903CR-HY-064-2330-06100780-0250A-7,250,6.95,33.92
14,425,061.0 078.0,19-4903CR-HY-064-2330-06100780-0300A-3,300,6.42,33.98
14,426,061.0 078.0,19-4903CR-HY-064-2330-06100780-0400A-7,400,5.71,33.952
14,427,061.0 078.0,19-4903CR-HY-064-2330-06100780-0405A-3,405,5.68,33.95
14,428,061.0 078.0,19-4903CR-HY-064-2330-06100780-0500A-7,500,5.22,34.069
14,429,061.0 078.0,19-4903CR-HY-064-2330-06100780-0600A-7,600,4.85,34.225
14,430,061.0 078.0,19-4903CR-HY-064-2330-06100780-0603A-3,603,4.84,34.23
14,431,061.0 078.0,19-4903CR-HY-064-2330-06100780-0700A-7,700,4.52,34.28
14,432,061.0 078.0,19-4903CR-HY-064-2330-06100780-0800A-7,800,4.23,34.307
14,433,061.0 078.0,19-4903CR-HY-064-2330-06100780-0886A-3,886,4.01,34.31
14,434,061.0 078.0,19-4903CR-HY-064-2330-06100780-0900A-7,900,3.98,34.313
14,435,061.0 078.0,19-4903CR-HY-064-2330-06100780-1000A-7,1000,3.76,34.332
14,436,061.0 078.0,19-4903CR-HY-064-2330-06100780-1100A-7,1100,3.54,34.352
14,437,061.0 078.0,19-4903CR-HY-064-2330-06100780-1200A-7,1200,3.32,34.372
14,438,061.0 078.0,19-4903CR-HY-064-2330-06100780-1300A-7,1300,3.1,34.394
14,439,061.0 078.0,19-4903CR-HY-064-2330-06100780-1327A-3,1327,3.04,34.4
15,440,062.0 068.0,19-4903CR-HY-065-0518-06200680-0000B-3,0,10.9,33.01
15,441,062.0 068.0,19-4903CR-HY-065-0518-06200680-0010A-3,10,10.77,32.92
15,442,062.0 068.0,19-4903CR-HY-065-0518-06200680-0020A-7,20,10.61,33.033
15,443,062.0 068.0,19-4903CR-HY-065-0518-06200680-0024A-3,24,10.53,33.1
15,444,062.0 068.0,19-4903CR-HY-065-0518-06200680-0030A-7,30,10.35,33.141
15,445,062.0 068.0,19-4903CR-HY-065-0518-06200680-0049A-3,49,9.77,33.85
15,446,062.0 068.0,19-4903CR-HY-065-0518-06200680-0050A-7,50,9.75,33.243
15,447,062.0 068.0,19-4903CR-HY-065-0518-06200680-0073A-3,73,9.38,33.3
15,448,062.0 068.0,19-4903CR-HY-065-0518-06200680-0075A-7,75,9.33,33.309
15,449,062.0 068.0,19-4903CR-HY-065-0518-06200680-0097A-3,97,8.82,33.42
15,450,062.0 068.0,19-4903CR-HY-065-0518-06200680-0100A-7,100,8.77,33.444
15,451,062.0 068.0,19-4903CR-HY-065-0518-06200680-0125A-7,125,8.43,33.636
15,452,062.0 068.0,19-4903CR-HY-065-0518-06200680-0145A-3,145,8.2,33.78
15,453,062.0 068.0,19-4903CR-HY-065-0518-06200680-0150A-7,150,8.12,33.799
15,454,062.0 068.0,19-4903CR-HY-065-0518-06200680-0192A-3,192,7.47,33.89
15,455,062.0 068.0,19-4903CR-HY-065-0518-06200680-0200A-7,200,7.37,33.897
15,456,062.0 068.0,19-4903CR-HY-065-0518-06200680-0250A-7,250,6.87,33.925
15,457,062.0 068.0,19-4903CR-HY-065-0518-06200680-0287A-3,287,6.62,33.93
15,458,062.0 068.0,19-4903CR-HY-065-0518-06200680-0300A-7,300,6.56,33.944
15,459,062.0 068.0,19-4903CR-HY-065-0518-06200680-0386A-3,386,6.23,34.05
15,460,062.0 068.0,19-4903CR-HY-065-0518-06200680-0400A-7,400,6.15,34.066
15,461,062.0 068.0,19-4903CR-HY-065-0518-06200680-0500A-7,500,5.57,34.163
15,462,062.0 068.0,19-4903CR-HY-065-0518-06200680-0578A-3,578,5.11,34.22
15,463,062.0 068.0,19-4903CR-HY-065-0518-06200680-0600A-7,600,5.01,34.224
15,464,062.0 068.0,19-4903CR-HY-065-0518-06200680-0700A-7,700,4.61,34.235
15,465,062.0 068.0,19-4903CR-HY-065-0518-06200680-0800A-7,800,4.27,34.229
15,466,062.0 068.0,19-4903CR-HY-065-0518-06200680-0846A-3,846,4.14,34.22
15,467,062.0 068.0,19-4903CR-HY-065-0518-06200680-0900A-7,900,4.01,34.23
15,468,062.0 068.0,19-4903CR-HY-065-0518-06200680-1000A-7,1000,3.76,34.25
15,469,062.0 068.0,19-4903CR-HY-065-0518-06200680-1100A-7,1100,3.51,34.271
15,470,062.0 068.0,19-4903CR-HY-065-0518-06200680-1200A-7,1200,3.27,34.292
15,471,062.0 068.0,19-4903CR-HY-065-0518-06200680-1279A-3,1279,3.07,34.31
16,472,063.3 058.0,19-4903CR-HY-065-1030-06330580-0000B-3,0,11,33.28
16,473,063.3 058.0,19-4903CR-HY-065-1030-06330580-0010A-3,10,10.89,33.3
16,474,063.3 058.0,19-4903CR-HY-065-1030-06330580-0020A-7,20,10.83,33.319
16,475,063.3 058.0,19-4903CR-HY-065-1030-06330580-0025A-3,25,10.81,35.12
16,476,063.3 058.0,19-4903CR-HY-065-1030-06330580-0030A-7,30,10.8,33.345
16,477,063.3 058.0,19-4903CR-HY-065-1030-06330580-0050A-7,50,10.61,33.416
16,478,063.3 058.0,19-4903CR-HY-065-1030-06330580-0051A-3,51,10.6,33.42
16,479,063.3 058.0,19-4903CR-HY-065-1030-06330580-0075A-7,75,9.89,33.567
16,480,063.3 058.0,19-4903CR-HY-065-1030-06330580-0077A-3,77,9.82,33.58
16,481,063.3 058.0,19-4903CR-HY-065-1030-06330580-0100A-7,100,9.27,33.671
16,482,063.3 058.0,19-4903CR-HY-065-1030-06330580-0103A-3,103,9.21,33.68
16,483,063.3 058.0,19-4903CR-HY-065-1030-06330580-0125A-7,125,8.88,33.732
16,484,063.3 058.0,19-4903CR-HY-065-1030-06330580-0150A-7,150,8.61,33.789
16,485,063.3 058.0,19-4903CR-HY-065-1030-06330580-0155A-3,155,8.57,33.8
16,486,063.3 058.0,19-4903CR-HY-065-1030-06330580-0200A-7,200,8.19,33.985
16,487,063.3 058.0,19-4903CR-HY-065-1030-06330580-0204A-3,204,8.16,34
16,488,063.3 058.0,19-4903CR-HY-065-1030-06330580-0250A-7,250,7.66,34
16,489,063.3 058.0,19-4903CR-HY-065-1030-06330580-0300A-7,300,7.17,34
16,490,063.3 058.0,19-4903CR-HY-065-1030-06330580-0304A-3,304,7.13,34
16,491,063.3 058.0,19-4903CR-HY-065-1030-06330580-0400A-7,400,6.72,34.1
16,492,063.3 058.0,19-4903CR-HY-065-1030-06330580-0408A-3,408,6.7,34.11
16,493,063.3 058.0,19-4903CR-HY-065-1030-06330580-0500A-7,500,6.11,34.169
16,494,063.3 058.0,19-4903CR-HY-065-1030-06330580-0600A-7,600,5.43,34.217
16,495,063.3 058.0,19-4903CR-HY-065-1030-06330580-0607A-3,607,5.38,34.22
16,496,063.3 058.0,19-4903CR-HY-065-1030-06330580-0700A-7,700,4.9,34.269
16,497,063.3 058.0,19-4903CR-HY-065-1030-06330580-0792A-3,792,4.5,34.31
16,498,063.3 058.0,19-4903CR-HY-065-1030-06330580-0800A-7,800,4.48,34.311
16,499,063.3 058.0,19-4903CR-HY-065-1030-06330580-0900A-7,900,4.21,34.319
16,500,063.3 058.0,19-4903CR-HY-065-1030-06330580-1000A-7,1000,3.95,34.329
16,501,063.3 058.0,19-4903CR-HY-065-1030-06330580-1100A-7,1100,3.69,34.339
16,502,063.3 058.0,19-4903CR-HY-065-1030-06330580-1106A-3,1106,3.67,34.34
17,503,072.0 056.0,19-4903CR-HY-066-0000-07200560-0000B-3,0,12,33.31
17,504,072.0 056.0,19-4903CR-HY-066-0000-07200560-0010A-3,10,11.88,33.26
17,505,072.0 056.0,19-4903CR-HY-066-0000-07200560-0020A-7,20,11.74,33.265
17,506,072.0 056.0,19-4903CR-HY-066-0000-07200560-0025A-3,25,11.66,33.28
17,507,072.0 056.0,19-4903CR-HY-066-0000-07200560-0030A-7,30,11.55,33.296
17,508,072.0 056.0,19-4903CR-HY-066-0000-07200560-0050A-3,50,11.12,33.39
17,509,072.0 056.0,19-4903CR-HY-066-0000-07200560-0075A-3,75,10.8,33.55
17,510,072.0 056.0,19-4903CR-HY-066-0000-07200560-0100A-3,100,10.43,33.51
17,511,072.0 056.0,19-4903CR-HY-066-0000-07200560-0125A-7,125,9.88,33.793
17,512,072.0 056.0,19-4903CR-HY-066-0000-07200560-0150A-3,150,9.29,33.87
17,513,072.0 056.0,19-4903CR-HY-066-0000-07200560-0200A-3,200,8.42,33.91
